#HistName  Amp1 dAmp1  Amp2 dAmp2  X0 dX0  Y0 dY0  SigmaX1 dSigmaX1  SigmaY1 dSigmaY1  SigmaX2 dSigmaX2  SigmaY2 dSigmaY2  Theta dTheta  Const dConst  Ax dAx  Ay dAy  Cxy dCxy  Chi2 NDF Status
hist2d_0  -685.335  115.973  725.192  17.889  476.88  0.465447  -0.719205  0.841282  2.24972  0.209681  9.35752  0.200452  19.9998  0.00661697  18.0607  0.569197  -0.418062  0.0228122  299.542  4.64932  -0.380157  0.00918338  -0.892841  0.0435892  0.000827121  9.02976e-05  3726.95  482 
hist2d_15  -138.281  15.4609  257.677  10.936  472.136  0.794081  11.2269  0.840181  10  0.112962  10  0.0927033  20  0.021171  14.2722  0.474915  -0.359921  0.0368765  60.4376  1.96536  -0.0871123  0.00384131  -0.214544  0.0185686  0.00028298  3.80744e-05  1891.61  491 
hist2d_30  -154.589  13.2093  243.85  8.33262  451.257  0.773881  33.5777  0.63749  10  0.0475785  10  0.0936595  16.0703  0.29584  20  0.0154043  0.523599  0.00140393  52.8794  1.60682  -0.0848426  0.00307942  -0.134564  0.014504  0.000190577  2.95317e-05  2888.79  518 
hist2d_45  -438.142  17.3056  537.515  11.7948  406.884  0.593653  80.047  0.515861  10  0.0134999  10  0.0141029  20  0.00495332  13.8885  0.15071  -0.664613  0.0169899  63.91  1.78612  -0.0883838  0.00399091  -0.0539768  0.012728  -9.62458e-05  2.9279e-05  6059.5  639 
hist2d_60  -184.551  12.0209  230.947  8.06136  354.309  0.976809  130.64  0.887774  10  0.040428  10  0.0338095  20  0.010717  14.2065  0.245406  -0.700524  0.0281532  19.4929  1.15095  -0.025042  0.00292614  0.00691601  0.00633036  -9.11379e-05  1.64128e-05  3266.93  734 
hist2d_75  36.0291  0.0673573  181.372  4.15089  304.891  0.787107  177.292  0.656671  9.42748  0.620507  0.100001  0.178077  20  0.00818555  16.0306  0.267892  -0.685283  0.0228392  31.3214  1.17838  -0.0551242  0.00323732  -0.00426909  0.00552433  -6.41324e-05  1.54993e-05  3928.15  781 
hist2d_90  -409.603  19.4223  568.347  12.6126  268.728  0.584403  213.592  0.475943  10  0.0159523  10  0.0223532  20  0.00444058  14.3695  0.161122  -0.651394  0.0186264  87.0601  2.02103  -0.1738  0.0062547  -0.116529  0.00771194  0.000142078  2.43857e-05  5593.47  788 
hist2d_105  -71.1028  10.0024  129.789  6.04874  232.808  0.703613  243.862  0.680933  10  0.105157  10  0.196662  16.5659  0.41442  20  0.0216267  0.523599  0.00477477  22.859  0.963064  -0.0537505  0.00330915  -0.0474711  0.00322427  0.000114678  1.15279e-05  1738.16  756 
hist2d_120  -89.5473  13.7207  250.262  7.70283  201.737  0.412758  269.109  0.413663  10  0.0882256  10  0.177655  17.82  0.291513  20  0.0103036  0.523599  0.00495113  41.2725  1.16563  -0.111218  0.00425974  -0.0846661  0.00348142  0.000231683  1.32115e-05  2513.02  772 
hist2d_135  90.993  0  97.8434  0  192.566  0  288.926  0  0.600762  0  2.80749  0  20  0  18.9485  0  -0.809467  0  17.1203  0  -0.0357384  0  -0.0362723  0  7.94174e-05  0  1372.12  741 
hist2d_150  -114.52  16.1305  288.453  9.53729  182.57  0.425963  301.949  0.426584  10  0.0830929  10  0.181744  17.8678  0.352012  20  0.0105958  0.523599  0.0061664  62.0347  1.91062  0.023069  0.00884355  -0.117372  0.0052413  -0.000140501  2.48569e-05  3053.58  793 
hist2d_165  -2410.44  43.0827  2862.31  28.2183  142.479  0.0522776  505.57  0.119317  9.99971  0.00276576  9.99998  0.00180842  20  0.000737325  16.1506  0.0890971  -0.110589  0.0102437  403.464  4.83598  -1.15359  0.0458659  -0.611669  0.00967629  0.00257261  0.000107719  55523.3  527 
