#HistName  Amp1 dAmp1  Amp2 dAmp2  X0 dX0  Y0 dY0  SigmaX1 dSigmaX1  SigmaY1 dSigmaY1  SigmaX2 dSigmaX2  SigmaY2 dSigmaY2  Theta dTheta  Const dConst  Ax dAx  Ay dAy  Cxy dCxy  Chi2 NDF Status
hist2d_0  -238.454  10.4158  291.644  2.70286  210.937  2.42396  -53.2532  0.0543194  98.9474  1.20349  87.5865  1.75594  152.784  0.0127288  470.707  0.179845  -1.5708  0.000133226  42.2785  0.836058  -0.28599  0.0036258  -0.0606635  0.00154909  0.000683146  1.07963e-05  25036  1952 
hist2d_15  9.04666  0.627777  35.4099  0.898792  123.287  5.06539  -49.8944  1.29093  298.443  0.451988  76.3294  0.000590735  161.795  2.35821  449.493  6.0655  1.53911  0.0118206  0.448521  0.931518  -0.0163018  0.00174885  0.00262888  0.00164585  4.33023e-05  4.20343e-06  8387.36  1920 
hist2d_30  -76.1604  4.80309  77.0487  4.7406  197.925  3.60217  -42.9228  0.602881  115.855  3.14528  95.9444  2.79278  142.488  0.131548  176.053  6.16874  1.2353  0.0170497  5.82404  0.631023  -0.0119921  0.00117229  -0.00254749  0.00117925  1.73738e-05  3.44058e-06  9848.81  1914 
hist2d_45  -146.005  23.4527  75.1599  2.77529  109.537  16.9605  -19.8011  1.22127  67.496  0.355817  134.823  9.43132  138.821  1.06816  468.433  2.55789  1.39685  0.014598  16.284  0.748368  -0.0704329  0.0022206  -0.0175237  0.00149361  0.000180221  5.93007e-06  19069.6  1937 
hist2d_60  30.6442  1.06975  -14.6469  1.08289  283.428  2.20673  147.269  1.37052  64.7853  1.23237  157.325  1.86972  123.536  0.0128181  214.885  5.78838  0.974709  0.00894116  8.96403  0.374979  -0.0101199  0.000627773  -0.00634307  0.000799841  2.63615e-05  3.49585e-06  7773.41  1844 
hist2d_75  48.9404  0.933296  -27.0042  1.33042  245.731  1.76099  184.734  1.12904  116.831  1.69891  70.5747  0.000528806  144.896  4.38114  141.153  0.00369116  -0.689261  0.0088712  17.7688  1.62867  -0.0294049  0.00249786  -0.0258798  0.00289821  0.000107991  7.18973e-06  9662.7  1861 
hist2d_90  96.9759  1.20268  -33.7259  0.921025  218.462  0.816743  209.438  0.69646  97.1663  0.6656  67.9139  7.12269e-05  105.18  0.000905832  135.836  0.00353913  -0.753626  0.00710366  15.4799  0.73691  -0.0268416  0.00132702  -0.0183628  0.00134945  0.000114353  4.01266e-06  17133.7  1916 
hist2d_105  24.7891  0.719711  -8.44432  0.5377  213.78  1.41606  223.254  1.22493  75.5298  1.0088  62.0449  0.119468  101.816  0.00542346  124.091  0.197449  -0.765428  0.0269643  5.62847  0.391293  -0.00898025  0.000831095  -0.00582131  0.000822676  2.66885e-05  2.89867e-06  3833.34  1690 
hist2d_120  47.2716  0.90957  -10.6712  0.536064  182.442  0.77154  250.013  0.833142  69.2344  0.687956  57.5627  4.5023e-05  90.1012  0.268441  115.125  1.75045  -0.980908  0.02159  5.38985  0.346376  -0.00916263  0.000768191  -0.00376244  0.000704913  2.51083e-05  2.51197e-06  6587.99  1726 
hist2d_135  18.488  0.616186  -4.2618  0.466584  185.888  1.34156  255.642  1.58112  57.1711  0.120207  69.5356  1.62516  235.931  57.9681  126.671  0.877805  0.530019  0.0299667  5.6131  0.390131  -0.00852632  0.000822811  -0.00709971  0.000737249  3.31601e-05  3.28563e-06  3707.03  1717 
hist2d_150  28.9504  0.572332  -2.4315  0.748762  26.905  0.00625659  236.196  2.72272  72.9607  0.107476  296.975  0.502687  145.922  0.001057  148.498  0.0318859  1.40683  0.010415  30.4579  0.759619  -0.043433  0.00126926  -0.0419726  0.00121816  6.8276e-05  3.08392e-06  21891.5  1943 
hist2d_165  343.259  1.96017  -160.488  2.60665  38.4224  0.00669057  205.786  0.859782  75.7856  0.00939788  310.45  0.0421677  151.571  0.0147415  155.225  0.167194  1.48816  0.0033132  452.388  3.11928  -0.620942  0.00532295  -0.627603  0.00494264  0.00116797  1.22454e-05  175574  1955 
